ADLOADINGTIME	ACCOUNTID	CAMPAIGNID	CREATIVEID	PLACEMENTID	TIMESTAMP	PLATFORM	PLATFORMVERSION	EXTERNALADSERVER	EXTERNALCREATIVEID	EXTERNALPLACEMENTID	EXTERNALSITEID	EXTERNALSUPPLIERID	INTENDEDDEVICETYPE	ACTUALDEVICETYPE	SDK	HOSTWINDOWHEIGHT	HOSTWINDOWWIDTH	TOPMOSTREACHABLEWINDOWHEIGHT	TOPMOSTREACHABLEWINDOWWIDTH	DEVICEORIENTATION	NETWORKTYPE	CDNNAME	CREATIVETYPE	GEOIP_LNG	GEOIP_LAT	GEOIP_TIMEZONE	GEOIP_COUNTRY	GEOIP_REGION	GEOIP_CITY	GEOIP_AREACODE	GEOIP_METROCODE	GEOIP_DMACODE	UA_HARDWARETYPE	UA_DEVICETYPE	UA_MOBILEDEVICE	UA_PLATFORM	UA_PLATFORMVERSION	UA_VENDOR	UA_MODEL	UA_OS	UA_OSVERSION	UA_BROWSER	UA_BROWSERVERSION	UA_BROWSERRENDERINGENGINE	FILESJSON	ERRORSJSON
18.256	e59675f0e27badda0ecc4d52a03d7a88	7eeb9ad436742f8b4b37f3be6bb1f58b	5471c9ccad52ab7b10b00a610cde143e	e06b4dda6e297316d3cf57471b8618e3	1459519058	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	b18ead220e3ad15b2fa714c93168e1d8	71be23b392a15b0e1d5cd3a9d5c8db7d	null	Desktop	Desktop	MobileWeb	600	300	874	1280	0	null	c	Banner	-106.4877	35.14039	America/Denver	United States	New Mexico	Albuquerque	505	790	790	Desktop	Desktop	null	DesktopPlatform	null	Microsoft	Internet Explorer - Windows	Windows	NT 6.1	Internet Explorer	11.0	Trident	[]	[]
3.608	e59675f0e27badda0ecc4d52a03d7a88	7eeb9ad436742f8b4b37f3be6bb1f58b	5471c9ccad52ab7b10b00a610cde143e	55d2ee2d7eabdcc85a1e1cbcd6d45b14	1459519068	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	4b5c6d7de8ac52792dfa242bd6bacdcb	4db5ab6fd825812d3654b17732b9a513	null	Desktop	Desktop	MobileWeb	0	0	648	960	0	null	c	Banner	-74.006	40.71429	America/New_York	United States	New York	New York	212	501	501	Desktop	Desktop	null	DesktopPlatform	null	Mozilla	Firefox - Windows	Windows	NT 6.3	Firefox	36.0	Gecko	[]	[]
1.729	e59675f0e27badda0ecc4d52a03d7a88	7eeb9ad436742f8b4b37f3be6bb1f58b	5471c9ccad52ab7b10b00a610cde143e	0a7c9ff6682af58e7826c91ec963a00a	1459516424	IOS	9.3	ee0d5bfff6731b9192cc604cd2138aba	null	null	null	null	Desktop	Tablet	MobileWeb	600	300	729	1024	90	null	c	Banner	-76.5116	39.12519	America/New_York	United States	Maryland	Pasadena	410	512	512	Tablet	Tablet	1	IOS	9.3	Apple	iPad	IOS	9.3	Safari	9.0	WebKit	[]	[]
1.185	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459515620	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	650e311f0c047cb3726e9575c5d003e2	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	799	1600	0	null	c	Interstitial	-84.4272	39.10539	America/New_York	United States	Ohio	Cincinnati	513	515	515	Desktop	Desktop	null	DesktopPlatform	null	Google	Chrome - Windows	Windows	NT 6.1	Chrome	49.0.2623.110	WebKit	[]	[]
3.315	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459515887	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	650e311f0c047cb3726e9575c5d003e2	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	625	1150	0	null	b	Interstitial	-79.2064	37.34399	America/New_York	United States	Virginia	Lynchburg	434	573	573	Desktop	Desktop	null	DesktopPlatform	null	Microsoft	Internet Explorer - Windows	Windows	NT 6.1	Internet Explorer	11.0	Trident	[]	[]
58.479	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459516036	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	841	1680	0	null	b	Interstitial	-71.0598	42.3584	America/New_York	United States	Massachusetts	Boston	617	506	506	Desktop	Desktop	null	DesktopPlatform	null	Google	Chrome - OS X	OSX	10.10.3	Chrome	49.0.2623.110	WebKit	[]	[]
2.131	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459517872	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	784	1016	0	null	b	Interstitial	-96.6338	32.8195	America/Chicago	United States	Texas	Mesquite	972	623	623	Desktop	Desktop	null	DesktopPlatform	null	Microsoft	Internet Explorer - Windows	Windows	NT 6.1	Internet Explorer	11.0	Trident	[]	[]
4.542	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459517912	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	893	1280	0	null	a	Interstitial	-76.2116	43.1532	America/New_York	United States	New York	Liverpool	315	555	555	Desktop	Desktop	null	DesktopPlatform	null	Google	Chrome - Windows	Windows	NT 6.1	Chrome	49.0.2623.110	WebKit	[]	[]
3.913	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459518412	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	902	1499	0	null	c	Interstitial	-86.8066	33.4667	America/Chicago	United States	Alabama	Birmingham	205	630	630	Desktop	Desktop	null	DesktopPlatform	null	Google	Chrome - Windows	Windows	NT 6.1	Chrome	49.0.2623.110	WebKit	[]	[]
1.579	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459518453	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	718	1392	0	null	c	Interstitial	-70.09761	43.86349	America/New_York	United States	Maine	Freeport	207	500	500	Desktop	Desktop	null	DesktopPlatform	null	Google	Chrome - OS X	OSX	10.11.3	Chrome	49.0.2623.87	WebKit	[]	[]
3.267	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459518544	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	650e311f0c047cb3726e9575c5d003e2	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	911	1573	0	null	c	Interstitial	-86.8084	33.5191	America/Chicago	United States	Alabama	Birmingham	205	630	630	Desktop	Desktop	null	DesktopPlatform	null	Mozilla	Firefox - Windows	Windows	NT 6.1	Firefox	45.0	Gecko	[]	[]
11.776	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459518735	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	775	1440	0	null	b	Interstitial	-77.032	38.9042	America/New_York	United States	District of Columbia	Washington	202	511	511	Desktop	Desktop	null	DesktopPlatform	null	Google	Chrome - Windows	Windows	NT 6.1	Chrome	49.0.2623.110	WebKit	[]	[]
6.726	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	b38c24971fac68fa87c6380e016e2e76	c43d3a76854132e6183ce1b824ac8257	1459518957	DesktopPlatform	null	149d62d213b2dfec327ac2dc3391d0d5	null	b85238e7fdc1e59a4eccda574d7758c9	d639f22fdee26f27279c485dd1a692b3	null	Tablet	Desktop	MobileWeb	1	1	791	1600	0	null	c	Interstitial	-94.3927	41.06869	America/Chicago	United States	Iowa	Creston	641	679	679	Desktop	Desktop	null	DesktopPlatform	null	Mozilla	Firefox - Windows	Windows	NT 10.0	Firefox	45.0	Gecko	[]	[]
1.838	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459516984	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	650e311f0c047cb3726e9575c5d003e2	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	628	375	0	null	b	Banner	-71.0598	42.3584	America/New_York	United States	Massachusetts	Boston	617	506	506	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	9.0	WebKit	[]	[]
12.473	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518239	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	559	360	0	null	c	Banner	-97	38	null	United States	null	null	null	null	null	Mobile Phone	Phone	1	Android	5.1.1	T-Mobile	SM-G530T	Android	5.1.1	Chrome Mobile	47.0.2526.83	WebKit	[]	[]
2.294	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518237	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	81de7a84e1283fbb920d40e2be0b4a1e	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	460	320	0	null	a	Banner	-97.7565	30.45489	America/Chicago	United States	Texas	Austin	512	635	635	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
9.877	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518471	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	659	412	0	null	a	Banner	-87.7016	41.9759	America/Chicago	United States	Illinois	Chicago	773	602	602	Mobile Phone	Phone	1	Android	5.1.1	Samsung	SM-N920V	Android	5.1.1	Chrome Mobile	49.0.2623.105	WebKit	[]	[]
1.867	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518497	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	38054fbb7de03e8523e714deaf263fdd	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	628	375	0	null	c	Banner	-76.1468	36.89289	America/New_York	United States	Virginia	Virginia Beach	757	544	544	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	9.0	WebKit	[]	[]
1.364	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518794	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	694	414	0	null	a	Banner	-86.0934	37.83	America/New_York	United States	Kentucky	Vine Grove	270	529	529	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
2.599	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518836	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	567	360	0	null	c	Banner	-96.8067	32.78309	America/Chicago	United States	Texas	null	null	null	null	Mobile Phone	Phone	1	Android	5.1.1	Verizon	SM-G920V	Android	5.1.1	Chrome Mobile	47.0.2526.100	WebKit	[]	[]
1.615	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518852	IOS	9.3.1	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	628	375	0	null	a	Banner	-73.0515	41.5581	America/New_York	United States	Connecticut	Waterbury	203	533	533	Mobile Phone	Phone	1	IOS	9.3.1	Apple	iPhone	IOS	9.3.1	Safari	9.0	WebKit	[]	[]
3.518	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518889	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	650e311f0c047cb3726e9575c5d003e2	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	627	375	0	null	b	Banner	-121.8829	37.7883	America/Los_Angeles	United States	California	Danville	925	807	807	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	9.0	WebKit	[]	[]
5.576	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518989	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	659	412	0	null	b	Banner	-74.0012	40.70889	America/New_York	United States	New York	New York	212	501	501	Mobile Phone	Phone	1	Android	5.1.1	Samsung	SM-N920A	Android	5.1.1	Chrome Mobile	48.0.2564.106	WebKit	[]	[]
2.434	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459518989	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	625	375	0	null	b	Banner	-77.56211	38.74049	America/New_York	United States	Virginia	Bristow	703	511	511	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
1.107	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519003	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	81de7a84e1283fbb920d40e2be0b4a1e	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	460	320	0	null	c	Banner	-71.3389	42.6241	America/New_York	United States	Massachusetts	Lowell	978	506	506	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	null	WebKit	[]	[]
5.958	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519030	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	c80cf9653bf67b9aed5328d15d90d453	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	526	320	0	null	a	Banner	-78.9071	33.7527	America/New_York	United States	South Carolina	Myrtle Beach	843	570	570	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
1.119	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519027	IOS	9.3.1	149d62d213b2dfec327ac2dc3391d0d5	null	c80cf9653bf67b9aed5328d15d90d453	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	529	320	0	null	c	Banner	-111.8906	33.61189	America/Phoenix	United States	Arizona	Scottsdale	480	753	753	Mobile Phone	Phone	1	IOS	9.3.1	Apple	iPhone	IOS	9.3.1	Safari	9.0	WebKit	[]	[]
1.313	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519035	IOS	8.1.3	149d62d213b2dfec327ac2dc3391d0d5	null	650e311f0c047cb3726e9575c5d003e2	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	559	375	0	null	a	Banner	-97	38	null	United States	null	null	null	null	null	Mobile Phone	Phone	1	IOS	8.1.3	Apple	iPhone	IOS	8.1.3	Safari	null	WebKit	[]	[]
5.556	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519050	Android	5.0.1	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	496	320	0	null	b	Banner	-99.6591	33.1098	America/Chicago	United States	Texas	Haskell	940	662	662	Mobile Phone	Phone	1	Android	5.0.1	LG	L22	Android	5.0.1	Chrome Mobile	49.0.2623.91	WebKit	[]	[]
1.845	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519047	Android	5.1.1	149d62d213b2dfec327ac2dc3391d0d5	null	650e311f0c047cb3726e9575c5d003e2	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	615	360	0	null	b	Banner	-90.1979	38.6273	America/Chicago	United States	Missouri	Saint Louis	314	609	609	Mobile Phone	Phone	1	Android	5.1.1	Verizon	SM-G920V	Android	5.1.1	Chrome Mobile	43.0.2357.93	WebKit	[]	[]
3.883	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519054	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	5af36ae7b8cb080a1d60ed7114e11282	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	529	320	0	null	a	Banner	-75.6374	40.04089	America/New_York	United States	Pennsylvania	Exton	610	504	504	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	9.0	WebKit	[]	[]
1.777	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519066	Android	6.0.1	149d62d213b2dfec327ac2dc3391d0d5	null	81de7a84e1283fbb920d40e2be0b4a1e	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	568	360	0	null	c	Banner	-75.2728	39.95939	America/New_York	United States	Pennsylvania	Upper Darby	610	504	504	Mobile Phone	Phone	1	Android	6.0.1	Sprint	SM-G920P	Android	6.0.1	Chrome Mobile	48.0.2564.106	WebKit	[]	[]
1.532	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519068	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	e38a5bdb1009bc33aac116da70d8f90b	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	613	320	0	null	c	Banner	-110.9265	32.22169	America/Phoenix	United States	Arizona	Tucson	520	789	789	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
3.611	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519081	IOS	9.2.1	149d62d213b2dfec327ac2dc3391d0d5	null	87ca61faa86746622f5b2e08c2b931a2	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	625	375	0	null	c	Banner	-111.9878	40.587	America/Denver	United States	Utah	West Jordan	801	770	770	Mobile Phone	Phone	1	IOS	9.2.1	Apple	iPhone	IOS	9.2.1	Safari	null	WebKit	[]	[]
3.819	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519082	IOS	9.3	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	625	375	0	null	b	Banner	-80.19371	25.7743	America/New_York	United States	Florida	Miami	305	528	528	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[]	[]
1.751	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519098	IOS	9.2	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	625	375	0	null	a	Banner	-73.9256	40.791	America/New_York	United States	New York	New York	212	501	501	Mobile Phone	Phone	1	IOS	9.2	Apple	iPhone	IOS	9.2	Safari	null	WebKit	[]	[]
2.031	e59675f0e27badda0ecc4d52a03d7a88	b5c773ebf249f3f6f92ed200cd8792be	9f9fafbdc455c6e1313a3faedbe990b7	6ca467a92240a01284abf3306439f1ea	1459519166	IOS	9.3.1	149d62d213b2dfec327ac2dc3391d0d5	null	d8487c71ca7bea7bcba2a7fad9365a4c	d639f22fdee26f27279c485dd1a692b3	null	Phone	Phone	MobileWeb	50	320	526	320	0	null	a	Banner	-77.3463	38.6419	America/New_York	United States	Virginia	Woodbridge	703	511	511	Mobile Phone	Phone	1	IOS	9.3.1	Apple	iPhone	IOS	9.3.1	Safari	null	WebKit	[]	[]
1.667	0d9654963fc42efc581e3d772a679f16	f71584b6785537fb83a38142961bf4fe	03776070cba793837f4bdd9f57a47af7	5d1667706100be2cb2c47a2cee408ba0	1459516421	Android	5.1.1	ee0d5bfff6731b9192cc604cd2138aba	null	null	null	null	Phone	Phone	6650fadcc0264109f8bd976558377652	640	360	640	360	0	null	b	Interstitial	12.19279	44.028	Europe/Rome	Italy	Emilia-Romagna	Mercato Saraceno	null	null	null	Mobile Phone	Phone	1	Android	5.1.1	Samsung	SM-G903F	Android	5.1.1	Chrome Mobile	49.0.2623.105	WebKit	[{"type":"image","size":9457},{"type":"image","size":1314}]	[]
25.393	0d9654963fc42efc581e3d772a679f16	f71584b6785537fb83a38142961bf4fe	03776070cba793837f4bdd9f57a47af7	5d1667706100be2cb2c47a2cee408ba0	1459516505	IOS	9.3	ee0d5bfff6731b9192cc604cd2138aba	null	null	null	null	Phone	Phone	6650fadcc0264109f8bd976558377652	667	375	667	375	0	null	c	Interstitial	12.83329	42.8333	Europe/Rome	Italy	null	null	null	null	null	Mobile Phone	Phone	1	IOS	9.3	Apple	iPhone	IOS	9.3	Safari	null	WebKit	[{"type":"image","size":9457},{"type":"image","size":1314}]	[]
111.988	0d9654963fc42efc581e3d772a679f16	f71584b6785537fb83a38142961bf4fe	03776070cba793837f4bdd9f57a47af7	5d1667706100be2cb2c47a2cee408ba0	1459516602	Android	4.2.1	ee0d5bfff6731b9192cc604cd2138aba	null	null	null	null	Phone	Phone	6650fadcc0264109f8bd976558377652	544	320	544	320	0	null	b	Interstitial	15.0704	37.4922	Europe/Rome	Italy	Sicilia	Catania	null	null	null	Mobile Phone	Phone	1	Android	4.2.1	NGM	Dynamic Maxi	Android	4.2.1	Android Browser	4.0	WebKit	[{"type":"image","size":9457},{"type":"image","size":1314}]	[]
6.013	0d9654963fc42efc581e3d772a679f16	f71584b6785537fb83a38142961bf4fe	03776070cba793837f4bdd9f57a47af7	5d1667706100be2cb2c47a2cee408ba0	1459516500	Android	4.1.2	ee0d5bfff6731b9192cc604cd2138aba	null	null	null	null	Phone	Phone	6650fadcc0264109f8bd976558377652	49	320	49	320	0	null	a	Interstitial	10.02659	45.16589	Europe/Rome	Italy	Lombardia	Cremona	null	null	null	Mobile Phone	Phone	1	Android	4.1.2	LG	E430	Android	4.1.2	Android Browser	4.0	WebKit	[{"type":"image","size":9457},{"type":"image","size":1314}]	["da274acc670e95dbc35a3305a81eb6ca"]
1.653	0d9654963fc42efc581e3d772a679f16	f71584b6785537fb83a38142961bf4fe	03776070cba793837f4bdd9f57a47af7	5d1667706100be2cb2c47a2cee408ba0	1459517742	Android	4.4.2	ee0d5bfff6731b9192cc604cd2138aba	null	null	null	null	Phone	Phone	6650fadcc0264109f8bd976558377652	640	360	640	360	0	null	b	Interstitial	9.13949	45.5305	Europe/Rome	Italy	Lombardia	Novate Milanese	null	null	null	Mobile Phone	Phone	1	Android	4.4.2	Samsung	GT-I9301I	Android	4.4.2	Chrome Mobile	30.0.0.0	WebKit	[{"type":"image","size":9457},{"type":"image","size":1314}]	[]
